The Sugar-First Ingredient Objector	vetting-ingredients	absence-screening	peer-to-camera
The Supplement-Stack Abandoner	rules-stopped-working	ritual-construction	peer-to-camera
The Switching Dog Parent	quitting-an-incumbent	peer-proof	product-only
The Tailgate Outdoorsman	life-event	identity-display	product-only
The Taste Skeptic Being Ambushed	expects-it-to-be-unpleasant	peer-proof	peer-to-camera
The Taste-Test Skeptic	expects-it-to-be-unpleasant	peer-proof	peer-to-camera
The Texture-Led Buyer	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Trial-Pack Toe-Dipper	first-time-in-category	value-arithmetic	product-only
The Twenty-Something Morning Documentarian	routine-as-content	identity-display	peer-to-camera
The Visible-Result Athlete	cant-evaluate-it	borrowed-authority	athlete
The Vitamin-Label Checker	vetting-ingredients	absence-screening	peer-to-camera
The Week-by-Week Progress Tracker	body-changed-overnight	quantified-outcome	graphic
The Welcome-Gift Subscriber	waiting-for-the-price	value-arithmetic	product-only
The Welcome-Kit Arbitrageur	waiting-for-the-price	value-arithmetic	product-only
The Whole-Food Purist	vetting-ingredients	absence-screening	product-only
The Woman Watching Her Hair Thin	body-changed-overnight	quantified-outcome	product-only
The 40-Something Told She Just Let Herself Go	body-changed-overnight	blame-relocation	peer-to-camera
The Aesthetic UTI Sufferer	unsayable-symptom	identity-display	product-only
The Comment-Section Believer	cant-evaluate-it	peer-proof	graphic
The Consistency-Discounted Subscriber	restocking	value-arithmetic	product-only
The Cortisol Explainer	body-changed-overnight	blame-relocation	product-only
The Dated-Deadline Dieter	life-event	quantified-outcome	graphic
The Fifty-Something Comparison Shopper	body-changed-overnight	borrowed-authority	celebrity
The Forty-Something Whose Body Changed Without Warning	body-changed-overnight	blame-relocation	peer-to-camera
The Mechanism-Wanting Skeptic	rules-stopped-working	quantified-outcome	graphic
The Menopausal Woman With Joint Pain	body-changed-overnight	borrowed-authority	clinician-figure
The Red-Flag Self-Diagnoser	body-changed-overnight	blame-relocation	graphic
The Spanish-Speaking Routine Sharer	routine-as-content	peer-proof	peer-to-camera
The Spanish-Speaking Try-Before-Buy Shopper	first-time-in-category	risk-reversal	peer-to-camera
The Still-Moving Older Woman	body-changed-overnight	peer-proof	peer-to-camera
The Texture-First Skincare Buyer	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Under-Eye Self-Auditor	body-changed-overnight	spectacle-demo	peer-to-camera
The Vernacular-First Confidante	unsayable-symptom	naming-the-shame	peer-to-camera
The Woman Cataloguing Her Own Symptoms	body-changed-overnight	blame-relocation	peer-to-camera
The Woman Doing Everything Right And Getting Nowhere	rules-stopped-working	blame-relocation	graphic
The Woman Quietly Managing PCOS Symptoms	unsayable-symptom	spectacle-demo	graphic
The Woman Snapping At Her Family	unsayable-symptom	blame-relocation	graphic
The Woman Who Followed the Fat-Loss Rules and Got Worse	rules-stopped-working	blame-relocation	peer-to-camera
The Woman Who Named Her Belly "Menobelly"	body-changed-overnight	blame-relocation	peer-to-camera
The Woman Who Stopped Taking It	restocking	peer-proof	peer-to-camera
The Woman Whose Forties Arrived Overnight	body-changed-overnight	blame-relocation	peer-to-camera
The Woman Whose Sex Life Became a Health Problem	unsayable-symptom	naming-the-shame	product-only
The 4AM Thirst Sufferer	named-hour	naming-the-shame	peer-to-camera
The Alt-Health Researcher	rules-stopped-working	borrowed-authority	clinician-figure
The Amazon-Native Buyer	restocking	retail-verification	product-only
The At-Home Barista Without A Machine	quitting-an-incumbent	value-arithmetic	peer-to-camera
The Bed-Rotting Girlie	rules-stopped-working	naming-the-shame	graphic
The Bedrotting Self-Diagnoser	rules-stopped-working	naming-the-shame	graphic
The Bundle Arithmetician	waiting-for-the-price	value-arithmetic	product-only
The Bundle-Maximiser	waiting-for-the-price	value-arithmetic	product-only
The Christmas-Bedding Refresher	life-event	identity-display	peer-to-camera
The Coconut-Water Ranker	choosing-a-variant	peer-proof	peer-to-camera
The Coffee Swapper Who Wants a Flat Stomach	quitting-an-incumbent	blame-relocation	product-only
The Coffeemaxxing Optimiser	optimising-a-stack	identity-display	peer-to-camera
The Collector Rather Than Hoarder	restocking	identity-display	product-only
The Colour-First Can Chooser	choosing-a-variant	identity-display	product-only
The Credentialed-Nootropic Buyer	cant-evaluate-it	borrowed-authority	graphic
The Domestic-Ambience Buyer	seen-owning-it	identity-display	peer-to-camera
The Dopamine-Depleted Young Man	on-a-protocol	naming-the-shame	graphic
The Dose-Curious Ritualist	named-hour	ritual-construction	product-only
The Eat-Whatever-You-Want Believer	rules-stopped-working	quantified-outcome	graphic
The Festival Crowd Member	seen-owning-it	identity-display	stranger
The First-Dose Storyteller's Audience	cant-evaluate-it	peer-proof	peer-to-camera
The Flavour-Drop Follower	choosing-a-variant	scarcity-or-apology	product-only
The Free-Accessory Collector	waiting-for-the-price	value-arithmetic	product-only
The Fridge-Stockpiler	restocking	identity-display	graphic
The Guest-Room Preparer	life-event	identity-display	product-only
The Gym-Adjacent Protein Adder	optimising-a-stack	quantified-outcome	peer-to-camera
The Healthier-Latte Series Follower	routine-as-content	ritual-construction	peer-to-camera
The Holiday Indulgence Rationaliser	life-event	identity-display	product-only
The Hot Sleeper	unsayable-symptom	quantified-outcome	product-only
The Household-Routine Watcher	seen-owning-it	identity-display	peer-to-camera
The Ingredient-Texture Watcher	vetting-ingredients	spectacle-demo	product-only
The Kitchen-Counter Aesthete	seen-owning-it	identity-display	product-only
The Man Asked What He Carries	seen-owning-it	identity-display	peer-to-camera
The Man Preparing To Be Seen	life-event	identity-display	peer-to-camera
The Man Who Calls It a Beer Belly	body-changed-overnight	naming-the-shame	product-only
The Mushroom-Coffee Comparison Shopper	choosing-a-variant	peer-proof	peer-to-camera
The Nostalgia-Truck Buyer	seen-owning-it	identity-display	graphic
The Period-Drama Escapist	seen-owning-it	identity-display	graphic
The Poolside Flavour Seeker	life-event	identity-display	product-only
The Potency-Grade Reader	vetting-ingredients	quantified-outcome	product-only
The Premium-Honey Justifier	waiting-for-the-price	quantified-outcome	product-only
The Side-By-Side Taster	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Spanish-Language Wellness Listener	cant-evaluate-it	borrowed-authority	peer-to-camera
The Sparkling-Format Switcher	choosing-a-variant	identity-display	product-only
The Sponsored-Athlete Watcher	cant-evaluate-it	borrowed-authority	athlete
The Stanley-Cup Ritualist	routine-as-content	identity-display	peer-to-camera
The Starbucks Order Recreator	quitting-an-incumbent	value-arithmetic	peer-to-camera
The Stock-Up Deal Hunter	waiting-for-the-price	value-arithmetic	product-only
The Student Facing Finals Without a Prescription	on-a-protocol	borrowed-authority	product-only
The Texture-Pour Watcher	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Unboxing Gift-Giver	buying-for-someone-else	identity-display	peer-to-camera
The Which-One-Should-I-Buy Asker	choosing-a-variant	peer-proof	peer-to-camera
The Winter Reset Subscriber	life-event	ritual-construction	product-only
The Woman Dreading Summer Nights	unsayable-symptom	quantified-outcome	peer-to-camera
The Woman Watching Her Belly Month by Month	body-changed-overnight	quantified-outcome	graphic
The Aesthetic Bathroom Shopper	seen-owning-it	identity-display	product-only
The Aesthetic-Procedure Curious	quitting-an-incumbent	borrowed-authority	product-only
The Age-Spot Noticer	body-changed-overnight	quantified-outcome	product-only
The Anti-Ageing Crossover Buyer	body-changed-overnight	value-arithmetic	product-only
The Arab Girlie With Peach Fuzz	unsayable-symptom	peer-proof	peer-to-camera
The ASMR Routine Watcher	routine-as-content	spectacle-demo	product-only
The At-Home Aftercare Adopter	unsayable-symptom	ritual-construction	peer-to-camera
The At-Home Device Sceptic Being Won Over	rules-stopped-working	peer-proof	peer-to-camera
The Bathroom-Cabinet Restocker	restocking	value-arithmetic	peer-to-camera
The Blade-Count Logic Follower	choosing-a-variant	quantified-outcome	graphic
The Bundle Comparison Reader	choosing-a-variant	value-arithmetic	product-only
The Character-Collaboration Collector	seen-owning-it	identity-display	product-only
The Clinic-Price Refuser	quitting-an-incumbent	value-arithmetic	graphic
The Cola-Stain Worrier	unsayable-symptom	spectacle-demo	product-only
The College Move-In Shopper	life-event	value-arithmetic	product-only
The College-Football Tribalist	seen-owning-it	identity-display	graphic
The Colour-Theory Curious	expects-it-to-be-unpleasant	spectacle-demo	graphic
The Courtside Accessory Watcher	seen-owning-it	identity-display	celebrity
The Disposable-Razor Accumulator	quitting-an-incumbent	value-arithmetic	product-only
The Esthetician Buying for Her Back Bar	buying-for-someone-else	value-arithmetic	product-only
The Everything-Shower Ritualist	routine-as-content	ritual-construction	graphic
The Expressive-Reaction Follower	cant-evaluate-it	peer-proof	peer-to-camera
The Face-Shaver Upgrading Hardware	optimising-a-stack	spectacle-demo	product-only
The Fantasy-Ritual Aesthete	routine-as-content	identity-display	peer-to-camera
The First-Order Discount Taker	first-time-in-category	value-arithmetic	peer-to-camera
The Fragrance-Tier Chooser	choosing-a-variant	identity-display	graphic
The Free-Gift-Threshold Shopper	waiting-for-the-price	value-arithmetic	product-only
The Free-Product Pile Believer	waiting-for-the-price	scarcity-or-apology	graphic
The Gift-Set Buyer	buying-for-someone-else	identity-display	product-only
The Girl With Nothing On At 6PM	named-hour	ritual-construction	peer-to-camera
The Guy Who Wants the Scent Girls Notice	seen-owning-it	peer-proof	peer-to-camera
The Hand-Result Reporter	body-changed-overnight	peer-proof	peer-to-camera
The Holiday-Prep Groomer	life-event	ritual-construction	product-only
The Honest-Result Demander	rules-stopped-working	peer-proof	peer-to-camera
The Ingrown-Fix Searcher	unsayable-symptom	quantified-outcome	product-only
The Ingrown-Hair Sufferer	unsayable-symptom	naming-the-shame	graphic
The Last-Minute Date Preparer	life-event	ritual-construction	product-only
The Locker-Room Joke Audience	seen-owning-it	naming-the-shame	graphic
The Man Asking About Down There	unsayable-symptom	naming-the-shame	clinician-figure
The Man Comparing Against The Drawer	quitting-an-incumbent	spectacle-demo	graphic
The Man Who Wants Clinic Results Without a Clinic	quitting-an-incumbent	borrowed-authority	clinician-figure
The Man With A Chaotic Grooming Drawer	quitting-an-incumbent	naming-the-shame	graphic
The Mess-Tolerant Realist	rules-stopped-working	peer-proof	peer-to-camera
The Minimal-Object Aesthete	seen-owning-it	identity-display	product-only
The Mistake-Deal Pouncer	waiting-for-the-price	scarcity-or-apology	graphic
The Packing-Cube Traveler	life-event	identity-display	product-only
The Postpartum Woman With PCOS	unsayable-symptom	peer-proof	peer-to-camera
The Price-Anchored Drugstore Defector	quitting-an-incumbent	value-arithmetic	product-only
The Razor-As-Self-Expression Buyer	seen-owning-it	identity-display	product-only
The Review-Screenshot Scanner	cant-evaluate-it	peer-proof	graphic
The Salon Client Who Waited Too Long	rules-stopped-working	peer-proof	peer-to-camera
The Science-Experiment Watcher	expects-it-to-be-unpleasant	spectacle-demo	graphic
The Seasonal Scent Switcher	life-event	identity-display	product-only
The Sensitive-Skin Shaver	unsayable-symptom	absence-screening	product-only
The Sensory-Jar Buyer	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Shark-Tank Validated Shopper	cant-evaluate-it	borrowed-authority	celebrity
The Shaving-Fatigued Bikini-Line Owner	unsayable-symptom	naming-the-shame	product-only
The Single-Problem Solver	choosing-a-variant	spectacle-demo	product-only
The Single-Quote Convert	cant-evaluate-it	peer-proof	product-only
The Spanish-Speaking At-Home Laser Convert	quitting-an-incumbent	peer-proof	peer-to-camera
The Special-Edition Grooming Buyer	seen-owning-it	scarcity-or-apology	product-only
The Sub-Five-Dollar Impulse Buyer	waiting-for-the-price	value-arithmetic	peer-to-camera
The Surreal-Ad Rememberer	seen-owning-it	spectacle-demo	graphic
The Sweat-Anxious Man	unsayable-symptom	spectacle-demo	peer-to-camera
The Target-Aisle Verifier	restocking	retail-verification	peer-to-camera
The Time-Blocked Router	routine-as-content	ritual-construction	graphic
The Ulta-Aisle Discoverer	restocking	retail-verification	peer-to-camera
The Unboxing Evaluator	first-time-in-category	spectacle-demo	peer-to-camera
The Underarm-First Practical Buyer	first-time-in-category	spectacle-demo	peer-to-camera
The Woman Noticing Her Hands	body-changed-overnight	quantified-outcome	peer-to-camera
The Woman Reclaiming Confidence In Her Own Body	unsayable-symptom	identity-display	peer-to-camera
The Woman Who Saw Someone Older With Better Hands	body-changed-overnight	peer-proof	peer-to-camera
The Woman With Chin Hair She Tells No One About	unsayable-symptom	naming-the-shame	product-only
The Artist-Collaboration Buyer	seen-owning-it	identity-display	product-only
The Aspirational-Dressing Watcher	seen-owning-it	identity-display	peer-to-camera
The Authenticity-Signalling Buyer	seen-owning-it	origin-transparency	graphic
The Awards-Badge Deferrer	cant-evaluate-it	borrowed-authority	product-only
The Bangs Regretter	body-changed-overnight	peer-proof	peer-to-camera
The Barbershop-Culture Buyer	seen-owning-it	identity-display	graphic
The Big-Colour Committer	first-time-in-category	spectacle-demo	peer-to-camera
The Bold-Colour Client	choosing-a-variant	absence-screening	peer-to-camera
The Buildup-Obsessed Scalp Watcher	unsayable-symptom	spectacle-demo	product-only
The Category Sceptic Holding The Bottle	first-time-in-category	peer-proof	peer-to-camera
The Clean-Beauty Shelf Curator	seen-owning-it	identity-display	product-only
The Cleansing-Without-Stripping Convert	quitting-an-incumbent	absence-screening	peer-to-camera
The Club-Store Bulk Buyer	restocking	value-arithmetic	product-only
The Coastal-Life Aspirant	seen-owning-it	identity-display	peer-to-camera
The Colour-Name Shopper	choosing-a-variant	identity-display	product-only
The Colour-Treated Protector	restocking	absence-screening	product-only
The Costco Aisle Convert	restocking	retail-verification	product-only
The Curl-Type Matcher	choosing-a-variant	peer-proof	peer-to-camera
The Curly-Hair Colour Sceptic	expects-it-to-be-unpleasant	peer-proof	peer-to-camera
The Curly-Hair Time Economist	named-hour	quantified-outcome	product-only
The Damage-Repair Loyalist	restocking	borrowed-authority	product-only
The Deadpan Reviewer's Audience	cant-evaluate-it	peer-proof	peer-to-camera
The Drop-Watching Colour Fan	seen-owning-it	scarcity-or-apology	product-only
The Editor-Approved Shopper	cant-evaluate-it	borrowed-authority	product-only
The Effortless-Texture Aspirant	seen-owning-it	identity-display	peer-to-camera
The Fine-Hair Volume Seeker	body-changed-overnight	spectacle-demo	product-only
The Frizz-Fighter Who Nearly Quit	rules-stopped-working	peer-proof	peer-to-camera
The Full-Range Displayer	restocking	identity-display	product-only
The Gadget-Curious Beauty Buyer	optimising-a-stack	spectacle-demo	peer-to-camera
The Get-The-Look Copier	seen-owning-it	peer-proof	peer-to-camera
The Glass-Hair Aspirant	seen-owning-it	spectacle-demo	peer-to-camera
The Hair-Damage-Avoiding Sleeper	unsayable-symptom	absence-screening	product-only
The Lately-I've-Been-Using Storyteller	cant-evaluate-it	peer-proof	peer-to-camera
The Low-Maintenance Man	named-hour	quantified-outcome	peer-to-camera
The Man Who Just Started Caring About His Hair	first-time-in-category	naming-the-shame	product-only
The Mirror-Check Styler	routine-as-content	spectacle-demo	peer-to-camera
The No-Makeup-Makeup Translator	seen-owning-it	identity-display	product-only
The Oily-Roots-Dry-Ends Sufferer	unsayable-symptom	spectacle-demo	peer-to-camera
The One-Product Simplifier	optimising-a-stack	quantified-outcome	peer-to-camera
The Order-Of-Operations Asker	choosing-a-variant	ritual-construction	graphic
The Partner-Recommended Discoverer	cant-evaluate-it	peer-proof	peer-to-camera
The Pomade Traditionalist	seen-owning-it	identity-display	product-only
The Product-In-Hand Explainer	cant-evaluate-it	peer-proof	peer-to-camera
The Quiet-Luxury Shelf Buyer	seen-owning-it	identity-display	product-only
The Refill-Pouch Buyer	restocking	value-arithmetic	product-only
The Regimen Buyer	optimising-a-stack	ritual-construction	product-only
The Retail-Aisle Discoverer	restocking	retail-verification	peer-to-camera
The Reviewed-and-Discounted Buyer	waiting-for-the-price	peer-proof,value-arithmetic	product-only
The Rice-Water Trend Follower	seen-owning-it	peer-proof	peer-to-camera
The Rugged-Grooming Adopter	seen-owning-it	identity-display	peer-to-camera
The Sale-Waiting Stockpiler	waiting-for-the-price	value-arithmetic	graphic
The Salon-Technique Watcher	cant-evaluate-it	spectacle-demo	product-only
The Second-Day Hair Manager	named-hour	quantified-outcome	peer-to-camera
The Sephora Cross-Shopper	restocking	retail-verification	peer-to-camera
The Serum Spec-Reader	vetting-ingredients	quantified-outcome	product-only
The Shedding-Panicked Washer	body-changed-overnight	naming-the-shame	peer-to-camera
The Shine-Metric Shopper	choosing-a-variant	quantified-outcome	product-only
The Silky-Result Reviewer	cant-evaluate-it	peer-proof	product-only
The Sleek-Finish Chaser	seen-owning-it	spectacle-demo	peer-to-camera
The Spectacle-Demo Watcher	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Street-Poster Discoverer	first-time-in-category	identity-display	graphic
The Stylist Reselling In-Chair	buying-for-someone-else	value-arithmetic	graphic
The Stylist-Validated Convert	cant-evaluate-it	borrowed-authority	graphic
The Surfer-Look Aspirant	seen-owning-it	identity-display	product-only
The System Buyer	optimising-a-stack	ritual-construction	product-only
The Texture-Curious Butter Buyer	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Tin-Brand Loyalist	restocking	identity-display	product-only
The Travel-Size Sampler	first-time-in-category	risk-reversal	product-only
The Travel-Size Trialist	first-time-in-category	risk-reversal	product-only
The Try-Before-You-Buy Convert	first-time-in-category	risk-reversal	graphic
The Two-Flavour Variety Buyer	choosing-a-variant	value-arithmetic	product-only
The Volume-That-Lasts Sceptic	rules-stopped-working	quantified-outcome	product-only
The Waitlist Believer	cant-evaluate-it	scarcity-or-apology	product-only
The Walmart Basket Filler	restocking	retail-verification	product-only
The Wash-Day Documenter	routine-as-content	ritual-construction	peer-to-camera
The Will-It-Work-For-My-Hair Doubter	rules-stopped-working	risk-reversal	graphic
The Woman Talking Straight To Camera	cant-evaluate-it	peer-proof	peer-to-camera
The Woman With Irish Curls	choosing-a-variant	peer-proof	peer-to-camera
The Zero-Risk Trialist	first-time-in-category	risk-reversal	graphic
The Bar-Discovery Storyteller	first-time-in-category	peer-proof	peer-to-camera
The Barefoot-Shoe Adjacent Buyer	seen-owning-it	origin-transparency	graphic
The Capsule-Wardrobe Builder	seen-owning-it	identity-display	product-only
The Car-Seat Confessor	cant-evaluate-it	peer-proof	peer-to-camera
The Coconut-Bite Comparator	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Cold-Footed Sleeper	unsayable-symptom	quantified-outcome	product-only
The Commuter With Tired Legs	named-hour	quantified-outcome	peer-to-camera
The Converted Sceptic	rules-stopped-working	peer-proof	stranger
The Cyber-Monday Stacker	waiting-for-the-price	value-arithmetic	graphic
The Day-Count Documenter	routine-as-content	quantified-outcome	peer-to-camera
The Designer-Dupe Fluent Shopper	quitting-an-incumbent	value-arithmetic	product-only
The Dessert-Flavour Skimmer	choosing-a-variant	identity-display	product-only
The Dip-Count Detail Reader	vetting-ingredients	origin-transparency	product-only
The Fabric-Label Checker	vetting-ingredients	absence-screening	peer-to-camera
The Fifty-Something Man With A Number	body-changed-overnight	quantified-outcome	graphic
The Foot-Function Believer	vetting-ingredients	origin-transparency	product-only
The Free-Pair Threshold Buyer	waiting-for-the-price	value-arithmetic,scarcity-or-apology	graphic
The Guarantee-Anchored Buyer	first-time-in-category	risk-reversal	graphic
The Joint-Pain Sufferer Who Wants to See Inside	rules-stopped-working	spectacle-demo	graphic
The Kitchen-Island Explainer	cant-evaluate-it	peer-proof	peer-to-camera
The Label-Reading Sceptic On Camera	vetting-ingredients	absence-screening	peer-to-camera
The Last-Chance Stacker	waiting-for-the-price	scarcity-or-apology	product-only
