8.7	The Celebrity-Trust Transferer	Cannot evaluate the formula and outsources the judgement to a famous face he already believes is disciplined.
8.8	The Stage-Authority Follower	Trusts someone who has been given a microphone and an audience; the setting confers the credential the claim never states.
8.9	The Coded-Discount Taker	Needs a code and a percentage before acting; the trial framing lowers the commitment rather than the price.
8.10	The Anti-Supplement Gut Fixer	Distrusts pills on principle and wants plants instead; personifying the gut as a caller being ignored turns neglect into guilt.
9.1	The Ingredient-List Auditor	Wants to know exactly what is in the scoop before she commits to a daily habit; naming baobab, chicory root and seaweed is the transparency she is buying.
9.2	The Personalisation Seeker	Rejects the idea that one formula suits everyone and wants to be sorted into her own; the quiz is the product experience.
9.3	The Stress-Relief Self-Prescriber	Has decided her problem is stress rather than sleep or diet, and is shopping a named category for it.
9.4	The Bedtime Ritual Builder	Buys an evening sequence rather than a supplement; calling it a routine makes the purchase about identity, not a symptom.
9.5	The Clinically-Studied Ingredient Shopper	Needs a branded, trademarked compound to believe a calm claim; KSM-66 does the work a vague adaptogen never could.
9.6	The Face-To-Camera Convert	Trusts a woman explaining a jar in her own kitchen more than any packaging; the informality is the credential.
9.7	The Quiet-Result Reporter	Responds to understatement rather than transformation; low-key delivery reads as someone with nothing to sell.
9.8	The Woman Watching Her Hair Thin	Reads thinning as a countdown she can still interrupt; doesn't have to be forever is aimed exactly at that fear.
9.9	The Vitamin-Label Checker	Has stopped buying the fun-looking children's vitamins and now checks the first ingredient; the ad rewards her new suspicion.
9.10	The Sugar-First Ingredient Objector	Puts a product back when sugar leads the label; organic fruit as first ingredient is the single fact she needs.
10.1	The Parent of a Vegetable Refuser	Living a nightly negotiation at the dinner table; the mock news bulletin lets her laugh at a problem she finds genuinely wearing.
10.2	The Dog Owner Who Reads Labels	Has transferred her own clean-eating standards onto the dog; a five-star quote from another owner closes the gap between care and cost.
10.3	The Switching Dog Parent	Already dissatisfied with the current bag and looking for permission; see why others are switching removes the risk of being first.
10.4	The Longevity-Minded Dog Owner	Is not feeding a pet, she is postponing a loss; a longer life rather than a fuller bowl names the real purchase.
10.5	The Real-Food Dog Feeder	Judges dog food by whether she can identify what is in the bowl; the cloche reveal borrows restaurant grammar to make kibble look shameful.
10.6	The Gaming-IP Collector	Buys the collaboration rather than the formula; the licensed property is the product and the energy is the delivery mechanism.
10.7	The Franchise Loyalist	Follows a show into the supplement aisle; a limited character tin is a merch purchase that happens to be drinkable.
10.8	The Bulk Sachet Stocker	Buys in twenty-packs because the habit is daily and the format is disposable; unit price is the whole calculation.
10.9	The Free-Shaker Threshold Buyer	Waits for the accessory to be bundled before ordering; the shaker is a tangible object where a percentage is abstract.
10.10	The Deep-Discount Waiter	Never buys at full price and knows the cycle; fifty-six per cent is the number that finally moves him.
11.1	The Convenience-Store Cost Escapee	Has done the arithmetic on four to seven dollars a can and been shocked by his own annual spend; powder is the answer to a budget, not a taste.
11.2	The Cookware Upgrader	Treats a pan as a durable purchase and wants it to look like equipment; the dark studio shot sells permanence.
11.3	The Range-Completing Owner	Already owns the line and is being told a gap in it now exists; out now is aimed at a customer, not a prospect.
11.4	The Chef-Endorsed Home Cook	Wants the validation of someone who cooks professionally; giving a damn is framed as the entry requirement, not the skill.
11.5	The Scarcity-Driven Kitchen Collector	Buys limited runs to complete a set; limited quantities converts a pizza steel into an event.
11.6	The Sensory Demo Watcher	Convinced by material behaviour rather than specification; watching something move on the surface does what a spec sheet cannot.
11.7	The Home-Bar Aspirant	Buying a hosting identity; a celebrity collaboration on a shaker sells the evening he imagines having.
11.8	The Woman Cataloguing Her Own Symptoms	Has bloating, mood swings and crashes filed as separate problems and is being offered one cause for all three.
11.9	The Forty-Something Whose Body Changed Without Warning	Experienced the shift as sudden and unexplained; being told there is a mechanism is more valuable than being told there is a cure.
11.10	The Woman Who Stopped Taking It	Regret framing aimed at a lapsed user rather than a new one; the loss she is being sold is of a result she already had.
12.1	The Consistency-Discounted Subscriber	Knows her failure mode is stopping after a month; the saving is priced against her own history of quitting.
12.2	The Woman Snapping At Her Family	Locates the shame in her temper rather than her body, which is a far more private admission and a far stronger hook.
12.3	The Woman Doing Everything Right And Getting Nowhere	Same effort, different outcome is the exact grievance; the ad blames her physiology so she does not have to blame her discipline.
12.4	The Woman Whose Forties Arrived Overnight	Reads a sudden change in shape as betrayal rather than ageing; naming the decade tells her she is not an isolated case.
12.5	The Mechanism-Wanting Skeptic	Will not buy a hormone claim without steps; a numbered four-stage explanation plus a price is what converts her scepticism.
12.6	The Texture-First Skincare Buyer	Decides on how a product feels between her fingers; the swatch is the demonstration and the claim is secondary.
12.7	The Still-Moving Older Woman	Wants proof the buyer stayed capable, not just that she looks well; the exercise mat is the evidence.
12.8	The Under-Eye Self-Auditor	Examines one specific feature in the mirror daily; a split-screen on the same face is the only before-and-after she trusts.
12.9	The Fifty-Something Comparison Shopper	Uses a visibly age-matched celebrity as the benchmark; at 52 is the qualifier doing all the work.
12.10	The Spanish-Speaking Try-Before-Buy Shopper	Wants the pitch in her own language and the risk removed before she pays; taste and mixability are the practical objections being answered.
13.1	The Spanish-Speaking Routine Sharer	Wants a trick rather than a regimen, told by a peer in her own language at her own kitchen counter.
13.2	The Ingrown-Hair Sufferer	The hair is not the problem, the aftermath is; listing rashes, itch and ingrowns names what actually ruins the week after shaving.
13.3	The Unboxing Evaluator	Judges an expensive device by how it arrives; the tray, the goggles and the fit of the case are read as evidence of engineering.
13.4	The Postpartum Woman With PCOS	Dealing with hair growth that is medical rather than cosmetic; hearing her exact double diagnosis said aloud is what stops the scroll.
13.5	The Spanish-Speaking At-Home Laser Convert	Wants clinic results in her own bathroom and in her own language; the playful line keeps a clinical device intimate.
13.6	The Razor-As-Self-Expression Buyer	Treats a disposable object as a taste signal; asking what her razor says about her turns commodity into character.
13.7	The Sub-Five-Dollar Impulse Buyer	Buys on the price point alone at this tier; under five dollars removes deliberation entirely.
13.8	The Cola-Stain Worrier	Knows exactly which drink is discolouring her teeth and will not give it up; the ad sells around the habit rather than against it.
13.9	The Free-Product Pile Believer	Reads a warehouse of stock being given away as proof of confidence rather than desperation.
13.10	The Man Comparing Against The Drawer	Being shown his own chaotic alternative next to one tidy device; the contrast is with his current mess, not a rival brand.
14.1	The Special-Edition Grooming Buyer	Owns the standard model and is being sold a colourway; the spec list is reassurance, the finish is the actual purchase.
14.2	The Man With A Chaotic Grooming Drawer	Recognises his own drawer instantly; the sticky-note PSA format makes the tidy-up feel like advice from a friend.
14.3	The Single-Problem Solver	Has one specific grooming complaint and wants one small tool for it, not a system.
14.4	The College Move-In Shopper	Buying against a seasonal checklist; framing it as an essential places it beside the laundry basket and the lamp.
14.5	The Bundle Comparison Reader	Wants the two devices' specs side by side before committing to the pair; the saving is secondary to knowing what each does.
14.6	The Aesthetic Bathroom Shopper	Buys the object that will sit on show; sparkle and colour are the specification.
14.7	The Blade-Count Logic Follower	Wants the reasoning spelled out as a chain: more blades, fewer swipes, less irritation. The syllogism is the persuasion.
14.8	The Surreal-Ad Rememberer	Not being sold a feature at all; the strangeness buys recall in a category where every ad looks identical.
14.9	The Disposable-Razor Accumulator	Confronted with the pile she has thrown away; the waste is the argument, and saving money is the permission.
14.10	The At-Home Device Sceptic Being Won Over	Needs a real person holding the device in a real bedroom before she believes a home tool can do a salon job.
15.1	The Gift-Set Buyer	Purchasing for someone else and needs it to look considered; the pouch and the colour do the work a formula never could.
15.2	The Sensitive-Skin Shaver	Has been hurt by ordinary shave products and is reading for protective and soothing before anything else.
15.3	The Review-Screenshot Scanner	Skims stacked five-star quotes for one that matches her exact problem; holy grail and pain-free are the phrases she is hunting.
15.4	The Ingrown-Fix Searcher	Arrived with a specific symptom already named in her head; the ad simply confirms it has the answer.
15.5	The Minimal-Object Aesthete	Wants intimate care to look like nothing at all on the shelf; the near-empty frame is the promise of discretion.
15.6	The Shark-Tank Validated Shopper	Treats televised investor approval as diligence already done on her behalf.
15.7	The Sensory-Jar Buyer	Buys the material itself; a glowing amber jar suspended in warm light sells texture before function.
15.8	The ASMR Routine Watcher	Watching for the sensation rather than the result; the sound and the pull are the content and the product is incidental.
15.9	The Girl With Nothing On At 6PM	Turning an empty evening into a small private ritual; the loneliness is acknowledged lightly rather than solved.
15.10	The Holiday-Prep Groomer	Working to a date and a swimsuit; the place and the prep framing makes grooming a travel task with a deadline.
16.1	The Woman Reclaiming Confidence In Her Own Body	Intimate care framed as how she feels undressed rather than how she looks dressed; the promise is private and the proof is her posture.
16.2	The Last-Minute Date Preparer	Keeps a kit for an occasion she has not scheduled yet; break-glass framing makes preparedness feel spontaneous rather than anxious.
16.3	The Time-Blocked Router	Runs her day in scheduled slots and is being sold a slot, not a product; putting it after school drop-off is the entire pitch.
16.4	The Single-Quote Convert	Needs one confident sentence from a stranger; superlative plus a clean product shot is the whole ad.
16.5	The Fragrance-Tier Chooser	Choosing a personality from a named grid rather than a scent from a description; the tier names do the self-selection.
16.6	The Character-Collaboration Collector	Buys the licence, not the sanitiser; a familiar cartoon converts a utility object into something worth displaying.
16.7	The Courtside Accessory Watcher	Reads what people carry at events as a shopping list; the product earns attention by being visible on someone stylish.
16.8	The Seasonal Scent Switcher	Rotates fragrance with the calendar; a holiday postcard theme gives her permission to buy another one she does not need.
16.9	The Expressive-Reaction Follower	Buys on a creator's face rather than her words; the exaggerated reaction is the review.
16.10	The Woman Noticing Her Hands	Has started reading her hands as the part that gives her age away; naming collagen loss makes a vague worry specific and treatable.
17.1	The Hand-Result Reporter	Judging a hand cream on her own hands in her own light; the unpolished close-up is the proof a studio shot could not give.
17.2	The Age-Spot Noticer	Has started reading brown spots and thinning skin as the tell; spa-plus-time-machine promises pleasure and reversal in one line.
17.3	The First-Order Discount Taker	Interested but unwilling to pay full price to find out; fifteen per cent is the size of the risk she will accept.
17.4	The Woman Who Saw Someone Older With Better Hands	Comparing forward rather than back; a woman in her sixties with good hands is the outcome she is buying toward.
17.5	The Mess-Tolerant Realist	Wants a product that survives an actual life rather than a curated one; admitting to lots of messes is the credibility.
17.6	The Bundle Arithmetician	Prices the free gifts rather than the coffee; the frother, scoop and tumbler are the reason to order today.
17.7	The Household-Routine Watcher	Buys into a home that looks calm and run well; the product is furniture in an aspirational domestic scene.
17.8	The Mushroom-Coffee Comparison Shopper	Already knows the category and is asking which one; answering a commenter positions the brand as the informed choice, not the first one.
17.9	The Bed-Rotting Girlie	Has a name from the internet for her own paralysis; framing it as executive dysfunction and dopamine depletion medicalises it without a diagnosis.
17.10	The Winter Reset Subscriber	Buys seasonally as a reset rather than continuously; the box arriving is the moment being sold.
18.1	The Premium-Honey Justifier	Needs the price defended before she can defend it to herself; asking whether it is worth it out loud is the permission structure.
18.2	The Collector Rather Than Hoarder	Owns several jars and has been made slightly self-conscious about it; relabelling the habit as collecting removes the shame.
18.3	The Potency-Grade Reader	Shops on the MGO number the way others shop on percentages; the graded strength is the specification she has learned.
18.4	The Texture-Pour Watcher	Convinced by how thickly it moves; viscosity is the authenticity test for honey.
18.5	The Which-One-Should-I-Buy Asker	Standing in front of a range and paralysed; a peer answering the exact question with a number is what unblocks the purchase.
18.6	The Man Preparing To Be Seen	Buying for a performance situation rather than a workout; public speaking names the stake precisely.
18.7	The Man Asked What He Carries	Being given a script for a question he wants to be asked; the product is a conversation piece he can explain.
18.8	The Sponsored-Athlete Watcher	Reads a kit and a pitch as evidence the drink belongs to real sport rather than to a shelf.
18.9	The Festival Crowd Member	Buying the night rather than the ingredient; hands raised in a crowd sell belonging, and caffeine is the mechanism.
18.10	The Flavour-Drop Follower	Follows the brand for new variants; a can on grass with a new name is a launch notice to an existing drinker.
19.1	The Colour-First Can Chooser	Selects by flavour identity and packaging before function; the fruit and the palette are the decision.
19.2	The Poolside Flavour Seeker	Buying a holiday feeling in a can; coconuts and water do the positioning entirely.
19.3	The Sparkling-Format Switcher	Already drinks the brand and is being told there is a version with different bubbles.
19.4	The At-Home Barista Without A Machine	Blocked by equipment rather than desire; no espresso machine needed is the sentence that removes the obstacle.
19.5	The Healthier-Latte Series Follower	Following an ongoing content series rather than an ad; episode five signals a habit she has already opted into.
19.6	The Unboxing Gift-Giver	Buys sachets to hand out; the packaging is designed to be given, and the ad shows the giving.
19.7	The Coffeemaxxing Optimiser	Treats her daily coffee as a stack to be upgraded; the internet vocabulary marks it as an identity rather than a drink.
19.8	The Starbucks Order Recreator	Has a specific chain order she is trying to reproduce more cheaply and cleanly at home.
19.9	The Kitchen-Counter Aesthete	Buys what will look right beside a pink espresso machine; the product is styling as much as it is coffee.
19.10	The 4AM Thirst Sufferer	Wakes dehydrated and is being sold to at the exact hour of the problem; the fridge line is the punchline and the promise.
20.1	The Fridge-Stockpiler	Buys the same thing in bulk and finds the excess funny rather than embarrassing; the shelf is the joke and the loyalty.
20.2	The Coconut-Water Ranker	Already in the category and arguing about which brand wins; the comparison is the content.
20.3	The Nostalgia-Truck Buyer	Reached through a childhood setting rather than a health claim; the ice cream van does the emotional work.
20.4	The Christmas-Bedding Refresher	Treats the holidays as the moment to replace bedding; the tree in frame dates the purchase precisely.
20.5	The Guest-Room Preparer	Buying for how the room will look to someone else; the made bed is the deliverable.
20.6	The Period-Drama Escapist	Reached through a fandom voice rather than a product claim; the pastiche buys attention that a duvet cannot.
20.7	The Hot Sleeper	Has one specific complaint that ruins her nights; a coldness scale speaks directly to a person who overheats.
20.8	The Hot Sleeper	Has one specific complaint that ruins her nights; a coldness scale speaks directly to a person who overheats.
20.9	The Woman Dreading Summer Nights	Buying ahead of a season she knows will be bad; anticipation of the problem is the trigger, not the current temperature.
20.10	The Silky-Result Reviewer	Wants one specific sensory outcome confirmed by a named user; way more than I expected is the phrase that carries it.
21.1	The Woman Talking Straight To Camera	Wants a peer's unedited verdict with no set and no script; the plainness is the proof.
21.2	The Frizz-Fighter Who Nearly Quit	Has cycled through products and given up; almost gave up meets her at the point of resignation rather than of hope.
21.3	The Spectacle-Demo Watcher	Needs a physical stunt before she will believe a claim; pouring water over finished hair is a test she could not run herself.
21.4	The One-Product Simplifier	Exhausted by multi-step routines; transforming frizz with a single bottle is a promise about her time, not her hair.
21.5	The Travel-Size Trialist	Wants to test an expensive product at low cost and low commitment; the small format is the entry point.
21.6	The Glass-Hair Aspirant	Chasing one very specific finish that has a name online; the reference look is the specification.
21.7	The Woman With Irish Curls	Being addressed by an unusually specific hair description; the precision is what convinces her it was made for her type.
21.8	The Wash-Day Documenter	Films her own routine and needs products that survive being shown; the towel and the tool are the context.
21.9	The Regimen Buyer	Wants the full set recommended together rather than one hero; the dream team framing removes the decision of what to pair.
21.10	The Sleek-Finish Chaser	Judges everything on the final mirror shot; the length and shine at the end is the only argument she needs.
22.1	The Bold-Colour Client	Has invested in unnatural colour and now needs products that will not strip it; the colour in frame is the qualification.
22.2	The Curl-Type Matcher	Scans for hair that looks like hers before listening; the model's curl pattern is the filter.
22.3	The Full-Range Displayer	Buys sets to line up on a shelf; the tray presentation is aspiration for her own bathroom.
22.4	The Sephora Cross-Shopper	Buys where she already has points and returns; the retailer is the reassurance, the product is the choice.
22.5	The Street-Poster Discoverer	Reached by something that does not look like advertising; a tear-off flyer in a city buys curiosity a feed ad cannot.
22.6	The Serum Spec-Reader	Wants the product summarised without a story; five words is a promise to waste none of her time.
22.7	The Order-Of-Operations Asker	Owns the products and does not know the sequence; answering the order question is a service that sells the set.
22.8	The Lately-I've-Been-Using Storyteller	Trusts a slow, casual account of an ongoing habit over any before-and-after.
22.9	The Editor-Approved Shopper	Defers to a masthead's pick; the CNN attribution is doing the whole job.
22.10	The Effortless-Texture Aspirant	Buying an unstyled look that in fact requires product; the relaxed pose is the deliverable.
23.1	The Refill-Pouch Buyer	Has bought the bottle and is now buying against waste and price; the refill signals commitment to the brand.
23.2	The Salon-Technique Watcher	Wants to see professional hands work; smooth, sculpt, shine is a sequence of actions rather than benefits.
23.3	The Quiet-Luxury Shelf Buyer	Buying an object that will read as expensive without shouting; the muted bottle on a blank ground is the point.
23.4	The Fine-Hair Volume Seeker	Needs lift without weight and is watching for how the spray falls; texture is a physics problem to her.
23.5	The Waitlist Believer	Treats a three-thousand-person waitlist as proof of efficacy; back in stock is the trigger to buy immediately.
23.6	The Second-Day Hair Manager	Extending time between washes; the clip and the smoothed root are what she is actually buying.
23.7	The Colour-Treated Protector	Has paid for colour and now buys defensively; a matched shampoo and conditioner pair is insurance on that spend.
23.8	The Bangs Regretter	Has a specific styling problem created by a specific haircut; naming bangs in summer is precise enough to feel personal.
23.9	The Volume-That-Lasts Sceptic	Has been let down by volume products that collapse by lunch; day-one persistence is the claim being tested.
23.10	The Product-In-Hand Explainer	Wants a person holding the bottle and saying what it does; the demonstration is the format she trusts.
24.1	The Texture-Curious Butter Buyer	Buying an unusual format and needs to understand why it exists; the reason is the hook, the product is second.
24.2	The Aspirational-Dressing Watcher	Buys the whole picture; the styling and the light are the product and the bottles are props.
24.3	The Deadpan Reviewer's Audience	Trusts humour and low production as evidence nobody is performing at her.
24.4	The Category Sceptic Holding The Bottle	Being asked to accept an unfamiliar product type; the hand-held demo is what makes a shampoo-replacement legible.
24.5	The Will-It-Work-For-My-Hair Doubter	Blocked entirely by the fear that her hair type is the exception; try it for zero dollars is aimed at that objection alone.
24.6	The Cleansing-Without-Stripping Convert	Believes conventional shampoo has been damaging her; the reframing is the sale.
24.7	The Stylist Reselling In-Chair	A professional buyer being sold on margin, not efficacy; the earnings quote is the pitch.
24.8	The No-Makeup-Makeup Translator	Understands the beauty grammar being borrowed; naming the look tells her exactly what finish to expect.
24.9	The Pomade Traditionalist	Buys tins with heritage branding; the tin itself signals a barbershop lineage the formula never claims.
24.10	The Barbershop-Culture Buyer	Buying membership in a grooming tradition; the shop, the tattoos and the supply-co framing are the product.
25.1	The Coastal-Life Aspirant	Buying the man in the picture rather than the pomade; the van, the dog and the surf are the actual proposition.
25.2	The Authenticity-Signalling Buyer	Suspicious of polished grooming brands; a cluttered real barbershop is the credential the product is borrowing.
25.3	The Mirror-Check Styler	Judges a product on the moment he runs his hands through it; the gesture is the demo.
25.4	The Tin-Brand Loyalist	Recognises the label before the claim; the illustrated lid is the shorthand he already trusts.
25.5	The Colour-Name Shopper	Chooses by shade name and box design; a distinctive name is what she screenshots and searches later.
25.6	The Drop-Watching Colour Fan	Follows the brand for collections rather than products; new arrivals is the entire message.
25.7	The Artist-Collaboration Buyer	Buys the co-sign; a musician's name on the box makes the colour a statement of allegiance.
25.8	The Big-Colour Committer	Making a highly visible change and needs to see it on real hair first; the full result is the reassurance.
25.9	The Get-The-Look Copier	Wants the exact shade someone else achieved; naming the look as a recipe is what converts admiration into an order.
25.10	The Curly-Hair Colour Sceptic	Needs to see the dye behave on texture like hers before risking it; the curl pattern is the qualifying detail.
26.1	The Gadget-Curious Beauty Buyer	Buys tools as much as products; tiny rollers is the mechanical detail that earns the demo.
26.2	The Partner-Recommended Discoverer	Trusts a product that entered the house through someone close; the girlfriend framing removes the advertising suspicion.
26.3	The Hair-Damage-Avoiding Sleeper	Has learned that ordinary elastics cost her hair; satin is a defensive purchase against her own habits.
26.4	The Shedding-Panicked Washer	Watching hair come away in her hands and looking for anything to stop it; the fear is acute rather than cosmetic.
