The Collector Rather Than Hoarder	restocking	identity-display	product-only
The Colour-First Can Chooser	choosing-a-variant	identity-display	product-only
The Credentialed-Nootropic Buyer	cant-evaluate-it	borrowed-authority	graphic
The Domestic-Ambience Buyer	seen-owning-it	identity-display	peer-to-camera
The Dopamine-Depleted Young Man	on-a-protocol	naming-the-shame	graphic
The Dose-Curious Ritualist	named-hour	ritual-construction	product-only
The Eat-Whatever-You-Want Believer	rules-stopped-working	quantified-outcome	graphic
The Festival Crowd Member	seen-owning-it	identity-display	stranger
The First-Dose Storyteller's Audience	cant-evaluate-it	peer-proof	peer-to-camera
The Flavour-Drop Follower	choosing-a-variant	scarcity-or-apology	product-only
The Free-Accessory Collector	waiting-for-the-price	value-arithmetic	product-only
The Fridge-Stockpiler	restocking	identity-display	graphic
The Guest-Room Preparer	life-event	identity-display	product-only
The Gym-Adjacent Protein Adder	optimising-a-stack	quantified-outcome	peer-to-camera
The Healthier-Latte Series Follower	routine-as-content	ritual-construction	peer-to-camera
The Holiday Indulgence Rationaliser	life-event	identity-display	product-only
The Hot Sleeper	unsayable-symptom	quantified-outcome	product-only
The Household-Routine Watcher	seen-owning-it	identity-display	peer-to-camera
The Ingredient-Texture Watcher	vetting-ingredients	spectacle-demo	product-only
The Kitchen-Counter Aesthete	seen-owning-it	identity-display	product-only
The Man Asked What He Carries	seen-owning-it	identity-display	peer-to-camera
The Man Preparing To Be Seen	life-event	identity-display	peer-to-camera
The Man Who Calls It a Beer Belly	body-changed-overnight	naming-the-shame	product-only
The Mushroom-Coffee Comparison Shopper	choosing-a-variant	peer-proof	peer-to-camera
The Nostalgia-Truck Buyer	seen-owning-it	identity-display	graphic
The Period-Drama Escapist	seen-owning-it	identity-display	graphic
The Poolside Flavour Seeker	life-event	identity-display	product-only
The Potency-Grade Reader	vetting-ingredients	quantified-outcome	product-only
The Premium-Honey Justifier	waiting-for-the-price	quantified-outcome	product-only
The Side-By-Side Taster	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Spanish-Language Wellness Listener	cant-evaluate-it	borrowed-authority	peer-to-camera
The Sparkling-Format Switcher	choosing-a-variant	identity-display	product-only
The Sponsored-Athlete Watcher	cant-evaluate-it	borrowed-authority	athlete
The Stanley-Cup Ritualist	routine-as-content	identity-display	peer-to-camera
The Starbucks Order Recreator	quitting-an-incumbent	value-arithmetic	peer-to-camera
The Stock-Up Deal Hunter	waiting-for-the-price	value-arithmetic	product-only
The Student Facing Finals Without a Prescription	on-a-protocol	borrowed-authority	product-only
The Texture-Pour Watcher	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Unboxing Gift-Giver	buying-for-someone-else	identity-display	peer-to-camera
The Which-One-Should-I-Buy Asker	choosing-a-variant	peer-proof	peer-to-camera
The Winter Reset Subscriber	life-event	ritual-construction	product-only
The Woman Dreading Summer Nights	unsayable-symptom	quantified-outcome	peer-to-camera
The Woman Watching Her Belly Month by Month	body-changed-overnight	quantified-outcome	graphic
