The Reaction-Video Trustor	cant-evaluate-it	peer-proof	peer-to-camera
The Reluctant Sunscreen Wearer	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Robe-And-Mirror Reviewer	cant-evaluate-it	peer-proof	peer-to-camera
The Routine Systemiser	optimising-a-stack	ritual-construction	product-only
The Routine-Demonstrating Peer	cant-evaluate-it	peer-proof	peer-to-camera
The Scent-Led Shampoo Buyer	choosing-a-variant	identity-display	product-only
The Seasonal Flavour Refresher	life-event	identity-display	product-only
The Seasonal Skin Resetter	life-event	ritual-construction	peer-to-camera
The Sensory-Escape Buyer	seen-owning-it	identity-display	peer-to-camera
The Shelfie Curator	routine-as-content	identity-display	product-only
The Side Sleeper Discovering A Cost	body-changed-overnight	quantified-outcome	graphic
The Sign-Up Discount Taker	waiting-for-the-price	value-arithmetic	product-only
The Skin-Type Doubter	rules-stopped-working	peer-proof	graphic
The Strike-Through Comparer	waiting-for-the-price	value-arithmetic	product-only
The Summer-Routine Publisher	routine-as-content	identity-display	peer-to-camera
The Sunscreen-Ingredient Fearer	vetting-ingredients	absence-screening	product-only
The Tallow-Curious Parent	buying-for-someone-else	origin-transparency	product-only
The Texture-Pour Sensualist	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Themed-Kit Gifter	buying-for-someone-else	identity-display	product-only
The Travel-Trio Builder	life-event	value-arithmetic	product-only
The Twenty-Something Seeing Early Lines	body-changed-overnight	quantified-outcome	graphic
The Two-Product Comparer	choosing-a-variant	peer-proof	peer-to-camera
The Two-Scent Bundler	choosing-a-variant	value-arithmetic	product-only
The Verified-Review Reader	cant-evaluate-it	peer-proof	product-only
The Why-Should-I Explainer Seeker	first-time-in-category	spectacle-demo	peer-to-camera
The Wild-Foraged Ingredient Romantic	vetting-ingredients	origin-transparency	product-only
The Anti-Perfume Perfume Buyer	seen-owning-it	identity-display	product-only
The Apothecary-Shelf Curator	seen-owning-it	identity-display	product-only
The Aspirational-Lifestyle Follower	seen-owning-it	identity-display	celebrity
The Atelier-Story Buyer	vetting-ingredients	origin-transparency	graphic
The Bedside-Bottle Aesthete	seen-owning-it	identity-display	product-only
The Body-Mist Casualwear Buyer	choosing-a-variant	identity-display	peer-to-camera
The Brand-World Watcher	seen-owning-it	identity-display	graphic
The Clean-At-Sephora Filterer	vetting-ingredients	borrowed-authority	product-only
The Clean-Laundry Scent Seeker	choosing-a-variant	identity-display	product-only
The Close-Up Application Watcher	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Cultural-Programming Audience	seen-owning-it	identity-display	celebrity
The Delivery-Moment Watcher	seen-owning-it	identity-display	peer-to-camera
The Designer-Dupe Numbered Shopper	quitting-an-incumbent	value-arithmetic	product-only
The Designer-Reference Shopper	quitting-an-incumbent	spectacle-demo	product-only
The Discovery-Box Gifter	buying-for-someone-else	value-arithmetic	product-only
The Discovery-Set Sampler	first-time-in-category	risk-reversal	product-only
The Dupe Verifier	quitting-an-incumbent	spectacle-demo	peer-to-camera
The Founder-Explaining-The-Idea Watcher	cant-evaluate-it	origin-transparency	founder
The Fragrance-Collector Reviewer	cant-evaluate-it	peer-proof	peer-to-camera
The Gift-With-Purchase Trigger	waiting-for-the-price	value-arithmetic	product-only
The Gourmand-Note Seeker	choosing-a-variant	identity-display	product-only
The Heritage-Hardware Collector	seen-owning-it	identity-display	product-only
The Heritage-Location Aspirant	seen-owning-it	identity-display	graphic
The Home-Ambience Systemiser	seen-owning-it	ritual-construction	peer-to-camera
The Ingredient-Still-Life Reader	vetting-ingredients	origin-transparency	product-only
The Interior-Object Buyer	seen-owning-it	identity-display	product-only
The Logo-First Luxury Buyer	seen-owning-it	identity-display	graphic
The Long-Form Conversation Viewer	seen-owning-it	borrowed-authority	celebrity
The Man Explaining Fragrance To Camera	cant-evaluate-it	peer-proof	peer-to-camera
The Monogram Signaller	seen-owning-it	identity-display	product-only
The Named-Note Minimalist	choosing-a-variant	identity-display	product-only
The Note-Stack Reader	choosing-a-variant	identity-display	product-only
The Novelty-Bottle Collector	seen-owning-it	identity-display	product-only
The One-Note Explorer	choosing-a-variant	origin-transparency	product-only
The Raw-Materials Romantic	vetting-ingredients	origin-transparency	product-only
The Recognisable-Silhouette Buyer	seen-owning-it	identity-display	product-only
The Retailer-Basket Browser	restocking	retail-verification	product-only
The Sell-Out Restock Watcher	waiting-for-the-price	scarcity-or-apology	product-only
The Set-Plus-Gift Buyer	waiting-for-the-price	value-arithmetic	product-only
The Side-By-Side Comparer	quitting-an-incumbent	spectacle-demo	product-only
The Small-Ritual Elevator	routine-as-content	ritual-construction	product-only
The Understated-Formulation Buyer	seen-owning-it	identity-display	product-only
The Vial-Row Completist	first-time-in-category	identity-display	product-only
The Award-Badge Reassured	cant-evaluate-it	borrowed-authority	graphic
The Barefoot Texture Tester	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Bed-Making Speed Seeker	named-hour	quantified-outcome	peer-to-camera
The Bedroom-Update Documenter	routine-as-content	identity-display	peer-to-camera
The Bundle-And-Save Bed Buyer	waiting-for-the-price	value-arithmetic	product-only
The Bundle-Simplifier	choosing-a-variant	value-arithmetic	peer-to-camera
The City-Apartment Reader	seen-owning-it	identity-display	graphic
The Colour-Accent Bedroom Styler	choosing-a-variant	identity-display	product-only
The Colour-Range Browser	choosing-a-variant	identity-display	product-only
The Cooler-Than-Sateen Comparer	quitting-an-incumbent	spectacle-demo	graphic
The Crisp-White Traditionalist	choosing-a-variant	identity-display	product-only
The Direct-Question Prompter	waiting-for-the-price	peer-proof	peer-to-camera
The Duvet-Cover Wrestler	unsayable-symptom	naming-the-shame	graphic
The Duvet-Loft Watcher	expects-it-to-be-unpleasant	spectacle-demo	peer-to-camera
The Empty-Room Visualiser	life-event	identity-display	product-only
The Enthusiastic-Peer Recommender	cant-evaluate-it	peer-proof	peer-to-camera
The Exterior-Envy Homeowner	seen-owning-it	identity-display	product-only
The Folded-Stack Judge	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Four-Out-Of-Five Reassured	cant-evaluate-it	quantified-outcome,risk-reversal	graphic
The Germ-Aware Bathroom Buyer	vetting-ingredients	quantified-outcome	graphic
The Holiday-Sale Waiter	waiting-for-the-price	value-arithmetic	graphic
The Hotel-Bed Recreator	seen-owning-it	identity-display	product-only
The Layered-Bed Stylist	seen-owning-it	identity-display	product-only
The Luxury-Ticking Inspector	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Most-Loved Category Shopper	cant-evaluate-it	peer-proof	product-only
The Move-In Moment Buyer	life-event	identity-display	product-only
The Novelty-Print Collector	seen-owning-it	identity-display	peer-to-camera
The One-Of-A-Kind Bed Owner	seen-owning-it	identity-display	product-only
The Parent Buying For A Child	buying-for-someone-else	spectacle-demo	product-only
The Pattern-Led Bedding Shopper	choosing-a-variant	identity-display	product-only
The Pet-Owning Bed Protector	buying-for-someone-else	absence-screening	peer-to-camera
The Pillow-Firmness Deliberator	choosing-a-variant	spectacle-demo	product-only
The Post-Shower Comfort Seeker	named-hour	naming-the-shame	peer-to-camera
The Print-Led Comfort Buyer	choosing-a-variant	identity-display	peer-to-camera
The Seasonal-Collection Browser	life-event	identity-display	product-only
The Single-Object Minimalist	seen-owning-it	identity-display	product-only
The Slipping-Sheet Sufferer	quitting-an-incumbent	naming-the-shame	product-only
The Sold-Out Restock Waiter	waiting-for-the-price	scarcity-or-apology	product-only
The Spec-Grid Comparer	choosing-a-variant	quantified-outcome	graphic
The Sunday-Morning Lounger	named-hour	identity-display	peer-to-camera
The Travel-Comfort Packer	life-event	identity-display	product-only
The Volume-Testimonial Reader	cant-evaluate-it	peer-proof	graphic
The Weight-And-Drape Assessor	expects-it-to-be-unpleasant	spectacle-demo	product-only
The Wet-Bathroom-Floor Sufferer	unsayable-symptom	spectacle-demo	product-only
The Whole-Room Aspirant	seen-owning-it	identity-display	product-only
The Basic-Layer Restocker	restocking	identity-display	product-only
The Bottle-Prep Ritualist	routine-as-content	spectacle-demo	peer-to-camera
The Brand-Recall Target	seen-owning-it	identity-display	graphic
The Caffeinated-Fuel Runner	optimising-a-stack	quantified-outcome	athlete
The Carb-Strategy Learner	optimising-a-stack	borrowed-authority	founder
The Climber Watching Real Climbing	cant-evaluate-it	peer-proof	athlete
The Closed-Toe Hybrid Curious	choosing-a-variant	spectacle-demo	product-only
The Closed-Toe Sandal Seeker	choosing-a-variant	identity-display	product-only
The Colourway Deliberator	choosing-a-variant	identity-display	product-only
The Dressed-Up Adventurer	seen-owning-it	identity-display	peer-to-camera
The Everyday-Wear Convert	seen-owning-it	identity-display	product-only
The Fit-Detail Examiner	choosing-a-variant	spectacle-demo	product-only
The Founder-Explained Sceptic	cant-evaluate-it	borrowed-authority	founder
The GI-Distress Sufferer	unsayable-symptom	naming-the-shame	athlete
The Golden-Hour Rider	seen-owning-it	identity-display	athlete
The Grip-And-Tread Judge	choosing-a-variant	spectacle-demo	product-only
The Kit-List Completer	optimising-a-stack	ritual-construction	graphic
The Layering-System Builder	optimising-a-stack	ritual-construction	product-only
The Lightweight Convert	optimising-a-stack	quantified-outcome	product-only
The Material-Upgrade Buyer	optimising-a-stack	origin-transparency	product-only
The Mid-Race Drinker	optimising-a-stack	spectacle-demo	athlete
The Minimal-Carry Runner	choosing-a-variant	quantified-outcome	product-only
The Multi-Terrain Generalist	choosing-a-variant	identity-display	graphic
The Named-Athlete Follower	cant-evaluate-it	borrowed-authority	athlete
The Overtraining-Worried Athlete	rules-stopped-working	borrowed-authority	athlete
The Quiet-Capability Buyer	seen-owning-it	identity-display	product-only
The Replacement Buyer	restocking	identity-display	product-only
The Sandal-Silhouette Chooser	choosing-a-variant	identity-display	product-only
The Sandal-With-Socks Pragmatist	seen-owning-it	identity-display	product-only
The Sensitive-Stomach Endurance Athlete	unsayable-symptom	absence-screening	product-only
The Shoe-Tech Inspector	choosing-a-variant	spectacle-demo	product-only
The Silhouette-Against-Landscape Aspirant	seen-owning-it	identity-display	athlete
The Style-Conscious Comfort Convert	seen-owning-it	identity-display	peer-to-camera
The Sun-Hoody Convert	optimising-a-stack	absence-screening	product-only
The Team-Endorsed Buyer	cant-evaluate-it	borrowed-authority	athlete
The Technical-Trouser Buyer	choosing-a-variant	identity-display	product-only
The Tonal-Colourway Buyer	choosing-a-variant	identity-display	product-only
The Trail-Ready Woman	cant-evaluate-it	peer-proof	athlete
The Trail-Runner Buying Bounce	choosing-a-variant	spectacle-demo	athlete
The Trail-Use Verifier	expects-it-to-be-unpleasant	spectacle-demo	athlete
The Vest-Over-Pack Convert	quitting-an-incumbent	spectacle-demo	athlete
The Water-Ready Walker	choosing-a-variant	spectacle-demo	product-only
The Waterproof-Boot Buyer	choosing-a-variant	identity-display	product-only
The Western-Collab Follower	seen-owning-it	identity-display	celebrity
The Wide-Fit Sufferer	unsayable-symptom	spectacle-demo	product-only
